"one","two","three","track"
"understand","oh","how","If I Were A Boy"
"oh","how","it","If I Were A Boy"
"how","it","feels","If I Were A Boy"
"it","feels","to","If I Were A Boy"
"feels","to","love","If I Were A Boy"
"to","love","a","If I Were A Boy"
"love","a","girl","If I Were A Boy"
"a","girl","someday","If I Were A Boy"
"girl","someday","you","If I Were A Boy"
"someday","you","wish","If I Were A Boy"
"you","wish","you","If I Were A Boy"
"wish","you","were","If I Were A Boy"
"you","were","a","If I Were A Boy"
"were","a","better","If I Were A Boy"
"a","better","man","If I Were A Boy"
"better","man","you","If I Were A Boy"
"man","you","donât","If I Were A Boy"
"you","donât","listen","If I Were A Boy"
"donât","listen","to","If I Were A Boy"
"listen","to","her","If I Were A Boy"
"to","her","you","If I Were A Boy"
"her","you","donât","If I Were A Boy"
"you","donât","care","If I Were A Boy"
"donât","care","how","If I Were A Boy"
"care","how","it","If I Were A Boy"
"how","it","hurts","If I Were A Boy"
"it","hurts","until","If I Were A Boy"
"hurts","until","you","If I Were A Boy"
"until","you","lose","If I Were A Boy"
"you","lose","the","If I Were A Boy"
"lose","the","one","If I Were A Boy"
"the","one","you","If I Were A Boy"
"one","you","wanted","If I Were A Boy"
"you","wanted","'cause","If I Were A Boy"
"wanted","'cause","youâve","If I Were A Boy"
"'cause","youâve","taken","If I Were A Boy"
"youâve","taken","her","If I Were A Boy"
"taken","her","for","If I Were A Boy"
"her","for","granted","If I Were A Boy"
"for","granted","and","If I Were A Boy"
"granted","and","everything","If I Were A Boy"
"and","everything","you","If I Were A Boy"
"everything","you","had","If I Were A Boy"
"you","had","got","If I Were A Boy"
"had","got","destroyed","If I Were A Boy"
"got","destroyed","but","If I Were A Boy"
"destroyed","but","youâre","If I Were A Boy"
"but","youâre","just","If I Were A Boy"
"youâre","just","a","If I Were A Boy"
"just","a","boy","If I Were A Boy"
"a","boy",NA,"If I Were A Boy"
"boy",NA,NA,"If I Were A Boy"
"sweetness","flowing","like","If Looks Could Kill (You Would Be Dead)"
"flowing","like","a","If Looks Could Kill (You Would Be Dead)"
"like","a","faucet","If Looks Could Kill (You Would Be Dead)"
"a","faucet","body","If Looks Could Kill (You Would Be Dead)"
"faucet","body","bangin'","If Looks Could Kill (You Would Be Dead)"
"body","bangin'","no","If Looks Could Kill (You Would Be Dead)"
"bangin'","no","corset","If Looks Could Kill (You Would Be Dead)"
"no","corset","brothas","If Looks Could Kill (You Would Be Dead)"
"corset","brothas","wanna","If Looks Could Kill (You Would Be Dead)"
"brothas","wanna","toss","If Looks Could Kill (You Would Be Dead)"
"wanna","toss","it","If Looks Could Kill (You Would Be Dead)"
"toss","it","but","If Looks Could Kill (You Would Be Dead)"
"it","but","they","If Looks Could Kill (You Would Be Dead)"
"but","they","lost","If Looks Could Kill (You Would Be Dead)"
"they","lost","cause","If Looks Could Kill (You Would Be Dead)"
"lost","cause","my","If Looks Could Kill (You Would Be Dead)"
"cause","my","game","If Looks Could Kill (You Would Be Dead)"
"my","game","made","If Looks Could Kill (You Would Be Dead)"
"game","made","them","If Looks Could Kill (You Would Be Dead)"
"made","them","forfeit","If Looks Could Kill (You Would Be Dead)"
"them","forfeit","slicker","If Looks Could Kill (You Would Be Dead)"
"forfeit","slicker","than","If Looks Could Kill (You Would Be Dead)"
"slicker","than","a","If Looks Could Kill (You Would Be Dead)"
"than","a","porpoise","If Looks Could Kill (You Would Be Dead)"
"a","porpoise","and","If Looks Could Kill (You Would Be Dead)"
"porpoise","and","thicker","If Looks Could Kill (You Would Be Dead)"
"and","thicker","than","If Looks Could Kill (You Would Be Dead)"
"thicker","than","a","If Looks Could Kill (You Would Be Dead)"
"than","a","horse","If Looks Could Kill (You Would Be Dead)"
"a","horse","is","If Looks Could Kill (You Would Be Dead)"
"horse","is","carmen","If Looks Could Kill (You Would Be Dead)"
"is","carmen","brown","If Looks Could Kill (You Would Be Dead)"
"carmen","brown","got","If Looks Could Kill (You Would Be Dead)"
"brown","got","the","If Looks Could Kill (You Would Be Dead)"
"got","the","whole","If Looks Could Kill (You Would Be Dead)"
"the","whole","town","If Looks Could Kill (You Would Be Dead)"
"whole","town","speechless","If Looks Could Kill (You Would Be Dead)"
"town","speechless","i'll","If Looks Could Kill (You Would Be Dead)"
"speechless","i'll","stick","If Looks Could Kill (You Would Be Dead)"
"i'll","stick","to","If Looks Could Kill (You Would Be Dead)"
"stick","to","my","If Looks Could Kill (You Would Be Dead)"
"to","my","thesis","If Looks Could Kill (You Would Be Dead)"
"my","thesis","eyes","If Looks Could Kill (You Would Be Dead)"
"thesis","eyes","stick","If Looks Could Kill (You Would Be Dead)"
"eyes","stick","to","If Looks Could Kill (You Would Be Dead)"
"stick","to","my","If Looks Could Kill (You Would Be Dead)"
"to","my","features","If Looks Could Kill (You Would Be Dead)"
"my","features","brothas","If Looks Could Kill (You Would Be Dead)"
"features","brothas","trying","If Looks Could Kill (You Would Be Dead)"
"brothas","trying","to","If Looks Could Kill (You Would Be Dead)"
"trying","to","hold","If Looks Could Kill (You Would Be Dead)"
"to","hold","but","If Looks Could Kill (You Would Be Dead)"
"hold","but","thier","If Looks Could Kill (You Would Be Dead)"
"but","thier","game","If Looks Could Kill (You Would Be Dead)"
"thier","game","never","If Looks Could Kill (You Would Be Dead)"
"game","never","reaches","If Looks Could Kill (You Would Be Dead)"
"never","reaches","most","If Looks Could Kill (You Would Be Dead)"
"reaches","most","of","If Looks Could Kill (You Would Be Dead)"
"most","of","these","If Looks Could Kill (You Would Be Dead)"
"of","these","cats","If Looks Could Kill (You Would Be Dead)"
"these","cats","are","If Looks Could Kill (You Would Be Dead)"
"cats","are","like","If Looks Could Kill (You Would Be Dead)"
"are","like","the","If Looks Could Kill (You Would Be Dead)"
"like","the","middle","If Looks Could Kill (You Would Be Dead)"
"the","middle","of","If Looks Could Kill (You Would Be Dead)"
"middle","of","peaches","If Looks Could Kill (You Would Be Dead)"
"of","peaches","i","If Looks Could Kill (You Would Be Dead)"
"peaches","i","see","If Looks Could Kill (You Would Be Dead)"
"i","see","you","If Looks Could Kill (You Would Be Dead)"
"see","you","looking","If Looks Could Kill (You Would Be Dead)"
"you","looking","at","If Looks Could Kill (You Would Be Dead)"
"looking","at","but","If Looks Could Kill (You Would Be Dead)"
"at","but","what","If Looks Could Kill (You Would Be Dead)"
"but","what","you","If Looks Could Kill (You Would Be Dead)"
"what","you","looking","If Looks Could Kill (You Would Be Dead)"
"you","looking","at?","If Looks Could Kill (You Would Be Dead)"
"looking","at?","you're","If Looks Could Kill (You Would Be Dead)"
"at?","you're","in","If Looks Could Kill (You Would Be Dead)"
"you're","in","a","If Looks Could Kill (You Would Be Dead)"
"in","a","bar","If Looks Could Kill (You Would Be Dead)"
"a","bar","and","If Looks Could Kill (You Would Be Dead)"
"bar","and","wanna","If Looks Could Kill (You Would Be Dead)"
"and","wanna","twist","If Looks Could Kill (You Would Be Dead)"
"wanna","twist","me","If Looks Could Kill (You Would Be Dead)"
"twist","me","like","If Looks Could Kill (You Would Be Dead)"
"me","like","a","If Looks Could Kill (You Would Be Dead)"
"like","a","bottle","If Looks Could Kill (You Would Be Dead)"
"a","bottle","cap?","If Looks Could Kill (You Would Be Dead)"
"bottle","cap?","i'm","If Looks Could Kill (You Would Be Dead)"
"cap?","i'm","trying","If Looks Could Kill (You Would Be Dead)"
"i'm","trying","to","If Looks Could Kill (You Would Be Dead)"
"trying","to","holla","If Looks Could Kill (You Would Be Dead)"
"to","holla","miss","If Looks Could Kill (You Would Be Dead)"
"holla","miss","to","If Looks Could Kill (You Would Be Dead)"
"miss","to","see","If Looks Could Kill (You Would Be Dead)"
"to","see","if","If Looks Could Kill (You Would Be Dead)"
"see","if","you","If Looks Could Kill (You Would Be Dead)"
"if","you","gon","If Looks Could Kill (You Would Be Dead)"
"you","gon","holla","If Looks Could Kill (You Would Be Dead)"
"gon","holla","back","If Looks Could Kill (You Would Be Dead)"
"holla","back","your","If Looks Could Kill (You Would Be Dead)"
"back","your","game","If Looks Could Kill (You Would Be Dead)"
"your","game","is","If Looks Could Kill (You Would Be Dead)"
"game","is","whack","If Looks Could Kill (You Would Be Dead)"
"is","whack","and","If Looks Could Kill (You Would Be Dead)"
"whack","and","no","If Looks Could Kill (You Would Be Dead)"
"and","no","you","If Looks Could Kill (You Would Be Dead)"
"no","you","will","If Looks Could Kill (You Would Be Dead)"
"you","will","not","If Looks Could Kill (You Would Be Dead)"
"will","not","get","If Looks Could Kill (You Would Be Dead)"
"not","get","your","If Looks Could Kill (You Would Be Dead)"
"get","your","quarter","If Looks Could Kill (You Would Be Dead)"
"your","quarter","back","If Looks Could Kill (You Would Be Dead)"
"quarter","back","see","If Looks Could Kill (You Would Be Dead)"
"back","see","this","If Looks Could Kill (You Would Be Dead)"
"see","this","is","If Looks Could Kill (You Would Be Dead)"
"this","is","carmen","If Looks Could Kill (You Would Be Dead)"
"is","carmen","curves","If Looks Could Kill (You Would Be Dead)"
"carmen","curves","like","If Looks Could Kill (You Would Be Dead)"
"curves","like","a","If Looks Could Kill (You Would Be Dead)"
"like","a","cul-de-sac","If Looks Could Kill (You Would Be Dead)"
"a","cul-de-sac","skin","If Looks Could Kill (You Would Be Dead)"
"cul-de-sac","skin","coffee","If Looks Could Kill (You Would Be Dead)"
"skin","coffee","and","If Looks Could Kill (You Would Be Dead)"
"coffee","and","cream","If Looks Could Kill (You Would Be Dead)"
"and","cream","your","If Looks Could Kill (You Would Be Dead)"
"cream","your","donuts","If Looks Could Kill (You Would Be Dead)"
"your","donuts","you","If Looks Could Kill (You Would Be Dead)"
"donuts","you","ain't","If Looks Could Kill (You Would Be Dead)"
"you","ain't","dunking","If Looks Could Kill (You Would Be Dead)"
"ain't","dunking","that","If Looks Could Kill (You Would Be Dead)"
"dunking","that","but","If Looks Could Kill (You Would Be Dead)"
"that","but","this","If Looks Could Kill (You Would Be Dead)"
"but","this","is","If Looks Could Kill (You Would Be Dead)"
"this","is","miller","If Looks Could Kill (You Would Be Dead)"
"is","miller","lieutenant","If Looks Could Kill (You Would Be Dead)"
"miller","lieutenant","if","If Looks Could Kill (You Would Be Dead)"
"lieutenant","if","you're","If Looks Could Kill (You Would Be Dead)"
"if","you're","wondering","If Looks Could Kill (You Would Be Dead)"
"you're","wondering","and","If Looks Could Kill (You Would Be Dead)"
"wondering","and","i'm","If Looks Could Kill (You Would Be Dead)"
"and","i'm","nathanile","If Looks Could Kill (You Would Be Dead)"
"i'm","nathanile","mel","If Looks Could Kill (You Would Be Dead)"
"nathanile","mel","gibson","If Looks Could Kill (You Would Be Dead)"
"mel","gibson","danny","If Looks Could Kill (You Would Be Dead)"
"gibson","danny","gloverin'","If Looks Could Kill (You Would Be Dead)"
"danny","gloverin'","but","If Looks Could Kill (You Would Be Dead)"
"gloverin'","but","i'm","If Looks Could Kill (You Would Be Dead)"
"but","i'm","not","If Looks Could Kill (You Would Be Dead)"
"i'm","not","hearing","If Looks Could Kill (You Would Be Dead)"
"not","hearing","you","If Looks Could Kill (You Would Be Dead)"
"hearing","you","you","If Looks Could Kill (You Would Be Dead)"
"you","you","might","If Looks Could Kill (You Would Be Dead)"
"you","might","as","If Looks Could Kill (You Would Be Dead)"
"might","as","well","If Looks Could Kill (You Would Be Dead)"
"as","well","be","If Looks Could Kill (You Would Be Dead)"
"well","be","mumbling","If Looks Could Kill (You Would Be Dead)"
"be","mumbling","see","If Looks Could Kill (You Would Be Dead)"
"mumbling","see","i","If Looks Could Kill (You Would Be Dead)"
"see","i","have","If Looks Could Kill (You Would Be Dead)"
"i","have","dreams","If Looks Could Kill (You Would Be Dead)"
"have","dreams","and","If Looks Could Kill (You Would Be Dead)"
"dreams","and","with","If Looks Could Kill (You Would Be Dead)"
"and","with","a","If Looks Could Kill (You Would Be Dead)"
"with","a","man","If Looks Could Kill (You Would Be Dead)"
"a","man","what","If Looks Could Kill (You Would Be Dead)"
"man","what","will","If Looks Could Kill (You Would Be Dead)"
"what","will","become","If Looks Could Kill (You Would Be Dead)"
"will","become","of","If Looks Could Kill (You Would Be Dead)"
"become","of","them?","If Looks Could Kill (You Would Be Dead)"
"of","them?","there's","If Looks Could Kill (You Would Be Dead)"
"them?","there's","not","If Looks Could Kill (You Would Be Dead)"
"there's","not","a","If Looks Could Kill (You Would Be Dead)"
"not","a","kid","If Looks Could Kill (You Would Be Dead)"
"a","kid","out","If Looks Could Kill (You Would Be Dead)"
"kid","out","here","If Looks Could Kill (You Would Be Dead)"
"out","here","who","If Looks Could Kill (You Would Be Dead)"
"here","who","can","If Looks Could Kill (You Would Be Dead)"
"who","can","make","If Looks Could Kill (You Would Be Dead)"
"can","make","me","If Looks Could Kill (You Would Be Dead)"
"make","me","believe","If Looks Could Kill (You Would Be Dead)"
"me","believe","i","If Looks Could Kill (You Would Be Dead)"
"believe","i","should","If Looks Could Kill (You Would Be Dead)"
"i","should","postpone","If Looks Could Kill (You Would Be Dead)"
"should","postpone","my","If Looks Could Kill (You Would Be Dead)"
"postpone","my","goals","If Looks Could Kill (You Would Be Dead)"
"my","goals","he","If Looks Could Kill (You Would Be Dead)"
"goals","he","got","If Looks Could Kill (You Would Be Dead)"
"he","got","tricks","If Looks Could Kill (You Would Be Dead)"
"got","tricks","up","If Looks Could Kill (You Would Be Dead)"
"tricks","up","his","If Looks Could Kill (You Would Be Dead)"
"up","his","sleeve?","If Looks Could Kill (You Would Be Dead)"
"his","sleeve?","whole","If Looks Could Kill (You Would Be Dead)"
"sleeve?","whole","bar","If Looks Could Kill (You Would Be Dead)"
"whole","bar","full","If Looks Could Kill (You Would Be Dead)"
"bar","full","of","If Looks Could Kill (You Would Be Dead)"
"full","of","cuffs","If Looks Could Kill (You Would Be Dead)"
"of","cuffs","and","If Looks Could Kill (You Would Be Dead)"
"cuffs","and","you","If Looks Could Kill (You Would Be Dead)"
"and","you","ain't","If Looks Could Kill (You Would Be Dead)"
"you","ain't","locking","If Looks Could Kill (You Would Be Dead)"
"ain't","locking","me","If Looks Could Kill (You Would Be Dead)"
"locking","me","down","If Looks Could Kill (You Would Be Dead)"
"me","down","i","If Looks Could Kill (You Would Be Dead)"
"down","i","got","If Looks Could Kill (You Would Be Dead)"
"i","got","a","If Looks Could Kill (You Would Be Dead)"
"got","a","warrant","If Looks Could Kill (You Would Be Dead)"
"a","warrant","for","If Looks Could Kill (You Would Be Dead)"
"warrant","for","ya","If Looks Could Kill (You Would Be Dead)"
"for","ya","heart","If Looks Could Kill (You Would Be Dead)"
"ya","heart","in","If Looks Could Kill (You Would Be Dead)"
"heart","in","the","If Looks Could Kill (You Would Be Dead)"
"in","the","bed","If Looks Could Kill (You Would Be Dead)"
